x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,y
843.125,585.901978,1.439,1.582,1327.125,700.25,350.25,110.125,49.25,24.25,10.625,3,0.048,0.102,0.146,0.193,0.339,0.457,0.581,0.931,2.265,1.195,0.598,0.188,0.084,0.041,0.018,0.005,6.917,6.766,6.684,1.871,1.414,0.707,331.5,143.75,92.125,57.875,38.125,29,23.25,16.25,10.346,18.367001,12.603,19.087,11.937,16.398001,17.191999,26.066999,0.535,0.419,19.436001,11.732,1062.25,389.5,105,29.625,11.375,2.625,0,0,264.875,310.75,245.25,80.5,37.875,21.625,10.625,3,40.073002,346.906006,1
833.625,580.460022,1.436,1.577,1341.75,707.875,348.875,105.625,45.25,22.25,10.625,3.75,0.055,0.113,0.167,0.18,0.282,0.424,0.478,0.778,2.312,1.22,0.601,0.182,0.078,0.038,0.018,0.006,6.948,6.855,6.652,1.803,1.225,0.866,353.875,161.625,100.375,65.125,42.375,31.5,24.375,17.125,7.283,14.865,14.463,21.107,26.466999,38.026001,25.018999,32.161999,0.451,0.342,19.193001,11.716,1068.25,394.75,94.875,23.875,7.25,1.75,0,0,273.5,313.125,254,81.75,38,20.5,10.625,3.75,40.073002,346.906006,1
789.625,549.208008,1.438,1.533,1317.75,766.5,403.5,135.625,63.25,33.875,15.75,5.75,0.04,0.076,0.119,0.316,0.54,0.695,0.788,0.967,2.399,1.396,0.735,0.247,0.115,0.062,0.029,0.01,7.123,6.665,6.656,1.118,1.871,2.291,268.125,136.625,83.875,57.375,41.625,30,23.625,16.875,17.754999,30.837,27.683001,25.618999,22.929001,27.757,19.205999,25.941999,0.754,0.59,18.924999,4.272,1030.625,397.625,104.5,28.125,9.625,2.375,0,0,287.125,368.875,299,107.5,53.625,31.5,15.75,5.75,37.040001,334.851013,1
838.25,573.820007,1.461,1.542,1528.125,1024.5,634.625,279.625,151.25,73.875,25.375,8.625,0.106,0.169,0.261,0.466,0.608,0.749,0.94,0.907,2.663,1.785,1.106,0.487,0.264,0.129,0.044,0.015,10.132,8.951,8.428,1.658,2.062,3.391,254,147.625,92.75,64.75,47.25,37.625,28.25,22.125,22.177999,35.574001,42.183998,55.504002,65.189003,75.099998,85.037003,85.443001,1.631,1.141,18.302999,1.769,1172.875,506.25,164.25,40,17.75,7.375,1.5,0.125,355.25,518.25,470.375,239.625,133.5,66.5,23.875,8.5,42.750999,409.470001,1
928.625,603.47998,1.539,1.501,1470.5,781.625,359.125,131,69.375,33.75,12,3.875,0.063,0.134,0.28,0.554,0.674,0.771,0.861,1.009,2.437,1.295,0.595,0.217,0.115,0.056,0.02,0.006,7.106,6.487,6.413,1.118,1.225,1.118,402,241,119.5,74.625,48.875,38.5,28.75,21.25,26.945,34.700001,41.083,45.948002,52.402,61.554001,64.625999,69.107002,0.581,0.452,20.34,3.392,2025.375,715.875,174.625,31.625,8.875,1.625,0,0,-554.875,65.75,184.5,99.375,60.5,32.125,12,3.875,NA,417.528992,1
814.75,563.565002,1.446,1.544,1269.375,610.25,300.625,101,43.125,20.875,9.625,3,0.035,0.071,0.069,0.06,0.191,0.266,0.363,0.663,2.252,1.083,0.533,0.179,0.077,0.037,0.017,0.005,7.363,6.334,6.299,6.982,7.228,9.138,313,153.125,72.5,44.75,27.125,21.125,15.875,11.125,6.237,21.313999,35.529999,47.613998,60.596001,57.752998,59.477001,63.688,0.595,0.466,18.392,3.389,984.125,317.375,68.875,15.5,6.125,1.5,0,0,285.25,292.875,231.75,85.5,37,19.375,9.625,3,38.988998,342.462006,1
981.375,664.021973,1.478,1.64,1638,1082.25,644.375,291.5,153.125,77.125,29.375,1.75,0.045,0.075,0.118,0.203,0.268,0.335,0.394,0.186,2.467,1.63,0.97,0.439,0.231,0.116,0.044,0.003,7.05,6.507,6.382,7.826,4.416,7.533,258.25,131.375,74,45.875,31.375,25.125,17.25,13.75,54.77,97.474998,134.016998,166.660995,192.817993,213.796005,257.502014,278.062988,2.069,1.681,22.733,0.401,1226.75,442,103.625,24.5,10.375,3,0.25,0,411.25,640.25,540.75,267,142.75,74.125,29.125,1.75,46.562,441.528015,1
834.75,561.377014,1.487,1.498,1430.5,833.875,386.5,162.375,79.375,42.5,16.625,2.875,0.133,0.248,0.469,0.755,0.966,1.122,1.146,0.589,2.548,1.485,0.688,0.289,0.141,0.076,0.03,0.005,7.372,6.037,6.009,13.592,14.018,1.118,334.375,183.625,94,51,29.75,23.25,15,10.125,23.570999,27.858999,17.038,18.83,33.136002,31.996,44.356998,33.922001,0.844,0.833,18.888,5.425,1102,393.75,47.5,13.75,5.125,1.25,0,0,328.5,440.125,339,148.625,74.25,41.25,16.625,2.875,40.792999,366.460999,1
905,608.887024,1.486,1.561,1575.25,929,403.625,147.375,64,32.375,12.875,1.75,0.091,0.172,0.376,0.822,1.27,1.497,1.547,0.656,2.587,1.526,0.663,0.242,0.105,0.053,0.021,0.003,6.894,6.378,5.938,0.866,1.581,2.062,346.75,191.75,110.125,60.625,37.5,28.75,19.5,13.75,16.601999,21.826,19.525999,17.976999,15.601,20.458,15.309,16.452999,0.581,0.534,19.858999,6.615,1193.875,439.75,54.875,14.625,5.5,1.125,0,0,381.375,489.25,348.75,132.75,58.5,31.25,12.875,1.75,43.735001,396.506012,1
890.5,599.158997,1.486,1.549,1438.5,786.375,390.25,167.625,93.25,51.5,23,4,0.057,0.118,0.229,0.359,0.443,0.489,0.513,0.389,2.401,1.312,0.651,0.28,0.156,0.086,0.038,0.007,6.974,6.967,6.635,0.707,1.118,0.866,374.75,203.625,105.875,59.25,38.875,32.875,24,19.875,11.67,8.37,11.594,13.4,28.34,29.357,47.236,66.274002,0.881,0.869,18.632,8.904,1084.625,310.375,13.25,0,0,0,0,0,353.875,476,377,167.625,93.25,51.5,23,4,42.984001,376.5,1
1099.5,736.762024,1.492,1.71,1788.875,1034.5,498.625,174,83.375,43.5,18.75,4.25,0.023,0.042,0.082,0.239,0.455,0.536,0.637,0.897,2.428,1.404,0.677,0.236,0.113,0.059,0.025,0.006,6.921,6.837,6.463,4.5,6.982,9.721,360.625,165.5,96.125,55.875,30.375,20,13.5,9.375,7.624,6.545,15.981,27.575001,49.880001,64.527,98.005997,111.157997,0.867,0.779,20.895,5.685,1419.625,572.75,142.875,34.375,12.5,3.25,0.25,0,369.25,461.75,355.75,139.625,70.875,40.25,18.5,4.25,51.783001,492.631012,1
615.75,414.575012,1.485,1.289,1064.125,751.5,459,203.75,105.5,47.5,13.5,0.375,0.086,0.13,0.196,0.329,0.453,0.67,1.299,2.084,2.567,1.813,1.107,0.491,0.254,0.115,0.033,0.001,6.313,6.062,6.054,0.707,4.093,3.905,108.625,49.125,24.75,16.125,10.125,8,6.75,5.25,13.544,22.721001,39.988998,54.695999,71.440002,80.679001,86.472,89.308998,4.263,2.946,17.344999,0.568,770.125,270.75,74.375,24.625,11.5,5.5,2.25,0.125,294,480.75,384.625,179.125,94,42,11.25,0.25,32.194,302.373993,1
874.875,588.646973,1.486,1.535,1552.125,926.75,411.625,153.75,68.875,36.375,15.5,1.875,0.096,0.178,0.385,0.819,1.226,1.4,1.527,0.631,2.637,1.574,0.699,0.261,0.117,0.062,0.026,0.003,6.607,6.41,5.836,1.581,13.91,13.638,326.25,181.75,105.125,57.125,33.125,25.875,19,12,18.934999,23.922001,19.805,19.139999,16.327,17.426001,16.687,11.945,0.655,0.637,19.799,5.851,1171.625,431.25,51.875,13.5,5.25,1.375,0,0,380.5,495.5,359.75,140.25,63.625,35,15.5,1.875,41.900002,382.479004,1
928.5,615.575012,1.508,1.547,1460.625,852.875,476,208.75,112.375,58.375,23.25,5.625,0.033,0.064,0.105,0.177,0.22,0.233,0.424,0.656,2.373,1.385,0.773,0.339,0.183,0.095,0.038,0.009,7.502,6.627,6.44,3.841,3.317,0.866,275.875,148.625,79.75,49.5,32.25,26.75,20.25,15.375,20.898001,30.158001,30.507,35.823002,44.554001,52.714001,59.459999,56.797001,1.409,1.179,20.091999,2.269,1114.625,356.75,32.75,0,0,0,0,0,346,496.125,443.25,208.75,112.375,58.375,23.25,5.625,46.014,436.507996,1
911.625,613.950012,1.485,1.569,1653.75,1071.875,513,206,100.25,52,19.5,3,0.064,0.109,0.215,0.426,0.581,0.659,0.769,0.583,2.694,1.746,0.836,0.336,0.163,0.085,0.032,0.005,8.087,7.456,6.017,0.707,5.679,5.315,286.375,165.125,90.5,50,28.875,21.375,13.625,8.875,15.291,20.597,32.098999,50.176998,79.809998,94.519997,109.553001,95.538002,1.108,1.04,18.732,2.373,1282,584.625,168.125,60,24.75,6.875,0.125,0,371.75,487.25,344.875,146,75.5,45.125,19.375,3,44.372002,412.505005,1
894.125,601.221985,1.487,1.55,1582.5,941.875,405.625,133.5,68.125,37,15.75,2.625,0.077,0.149,0.336,0.8,1.151,1.342,1.261,0.666,2.632,1.567,0.675,0.222,0.113,0.062,0.026,0.004,6.94,6.765,5.842,0.707,0.866,1.118,353.125,201.75,119.625,70.75,45.125,34,24.125,17.25,12.208,13.227,13.684,25.173,37.035,44.941002,59.889999,94.432999,0.569,0.523,18.672001,10.274,1203.5,445,58,13.75,5.5,1.25,0,0,379,496.875,347.625,119.75,62.625,35.75,15.75,2.625,43.963001,398.54599,1
617,428.667999,1.439,1.353,1300,1029.625,678,317.75,161.5,78.125,27.25,8.25,0.064,0.084,0.121,0.211,0.329,0.497,0.781,0.613,3.033,2.402,1.582,0.741,0.377,0.182,0.064,0.019,8.181,7.626,7.278,0.707,11.489,11.247,97.125,58.5,30.75,23,15.75,12,10,7.75,19.900999,29.202999,53.928001,64.833,82.383003,105.900002,129.195007,146.699005,5.252,3.397,16.524,0.46,1027.125,668.125,379.375,151.625,71.125,26.75,2.375,0,272.875,361.5,298.625,166.125,90.375,51.375,24.875,8.25,30.424,320.328003,1
1154.625,795.359985,1.452,1.827,1904.125,1225.5,726.25,298.25,152,72.5,22.875,6.875,0.045,0.075,0.12,0.212,0.283,0.395,0.684,1.186,2.394,1.541,0.913,0.375,0.191,0.091,0.029,0.009,7.82,6.9,6.189,2.236,3.202,3.354,281.5,147,93.375,68.375,48.5,38,29.5,22.875,16.580999,21.002001,29.759001,47.233002,65.774002,73.804001,87.235001,106.226997,1.628,1.06,24.149,2.622,1459.375,566.5,146.5,37.625,15.875,6.125,1.75,0,444.75,659,579.75,260.625,136.125,66.375,21.125,6.875,57.236,517.630005,1
1093.75,726.88501,1.505,1.685,1850.25,1166,702.25,281.25,140.125,69.625,25.625,6.375,0.032,0.059,0.102,0.217,0.305,0.345,0.266,0.486,2.545,1.604,0.966,0.387,0.193,0.096,0.035,0.009,7.444,7.435,6.818,0.707,8.986,8.958,316.375,155.625,92.25,60.125,41.875,31.25,25.75,20.125,24.975,49.467999,59.223999,87.978996,113.664001,138.313004,145.313995,160.347,1.519,1.158,18.823,1.277,1467.625,666.25,250.625,81.375,35.5,13,1.125,0,382.625,499.75,451.625,199.875,104.625,56.625,24.5,6.375,55.824001,521.640991,1
689.375,470.912994,1.464,1.394,1338.5,1025.5,663,300.75,155.375,74.5,27.625,7,0.11,0.152,0.217,0.356,0.486,0.666,0.854,0.941,2.842,2.178,1.408,0.639,0.33,0.158,0.059,0.015,7.89,7.289,6.869,9.055,7.517,5.431,132.875,65,37.375,25.25,18.875,16,13.625,11,19.382999,21.944,31.507,49.465,70.184998,76.796997,80.153999,87.691002,4.157,2.95,18.521999,1,1060.5,643.25,344.875,144.5,66.5,24.5,3.25,0,278,382.25,318.125,156.25,88.875,50,24.375,7,34.094002,348.381989,1
605.875,438.196014,1.383,1.424,1472.375,1194.375,733.5,332.75,180.625,94.875,36.375,4.875,0.047,0.061,0.093,0.168,0.222,0.295,0.4,0.452,3.36,2.726,1.674,0.759,0.412,0.217,0.083,0.011,6.888,6.792,6.706,1.118,4.301,4.387,120,86.625,63.875,49.375,36,24.75,16.625,12.125,27.275,32.737,39.098,41.616001,47.312,59.832001,73.527,100.541,2.828,1.922,15.357,1.199,1143.625,674.625,273.5,75.5,25.5,6,0,0,328.75,519.75,460,257.25,155.125,88.875,36.375,4.875,28.421,322.296997,1
739,521.661987,1.417,1.516,1543.75,1127.375,668,245,124.625,62.375,23.5,4.75,0.1,0.145,0.225,0.573,0.809,0.918,0.928,0.767,2.959,2.161,1.281,0.47,0.239,0.12,0.045,0.009,6.81,6.705,6.428,8.775,8.86,0.707,190.75,115.25,78.625,56.75,40.5,29.25,21.125,15,26.327,25.986,28.735001,32.014,37.855,54.196999,67.057999,85.636002,1.585,1.099,18.045,2.506,1275.125,658.375,234.125,57.25,18.375,3.125,0,0,268.625,469,433.875,187.75,106.25,59.25,23.5,4.75,36.456001,378.428986,1
820,568.570984,1.442,1.555,1641.5,1289.875,841.875,337.125,153.625,71.875,21.5,1.625,0.062,0.082,0.122,0.253,0.423,0.501,0.723,1.036,2.887,2.269,1.481,0.593,0.27,0.126,0.038,0.003,6.637,6.386,5.978,7.382,1.732,7.969,160,80.5,65,51.5,41.25,30.625,25.5,17.375,29.599001,55.692001,64.487999,76.151001,85.088997,99.353996,109.721001,119.017998,2.363,1.396,19.143999,0.864,1229.125,563.25,194.125,47.625,20.75,8.875,1.5,0.125,412.375,726.625,647.75,289.5,132.875,63,20,1.5,40.48,444.299011,1
889,602.064026,1.477,1.563,1477.75,903.375,520.875,211.25,116.75,62.875,29.5,9.75,0.021,0.041,0.069,0.158,0.229,0.319,0.456,0.73,2.454,1.5,0.865,0.351,0.194,0.104,0.049,0.016,9.419,7.276,6.753,8.544,3.082,6.285,307.5,161.75,93.375,65.375,50.75,43.125,32.875,23.375,24.372,46.974998,55.041,72.682999,78.158997,81.731003,85.722,88.482002,1.25,0.962,16.969999,1.64,1230,579.375,208.75,60.25,25.5,9.125,2.75,0,247.75,324,312.125,151,91.25,53.75,26.75,9.75,45.583,413.47699,1
677.875,461.471985,1.469,1.375,1256.125,831.75,459,195,106.75,56.75,24.25,6,0.09,0.149,0.247,0.44,0.585,0.756,1.008,1.516,2.722,1.802,0.995,0.423,0.231,0.123,0.053,0.013,8.455,6.982,6.582,1.225,3.775,3.279,233.875,141.5,77,48.875,35.625,27.875,21.125,15.375,23.825001,28.143999,28.059,32.923,33.505001,40.925999,44.812,52.476002,1.386,1.161,17.087999,2.615,1064.5,576.75,227.375,73.5,30.625,9.875,2.25,0,191.625,255,231.625,121.5,76.125,46.875,22,6,35.441002,332.359009,1
1123,761.919983,1.474,1.761,1725,1000.5,600.75,245.875,128.625,62.5,20.375,5.5,0.043,0.082,0.123,0.218,0.29,0.329,0.23,0.462,2.264,1.313,0.788,0.323,0.169,0.082,0.027,0.007,7.22,6.721,6.715,2.121,1.118,3.041,324.75,142.875,82,53.75,33.75,27.25,22.875,18.625,24.461,25.584,24.535999,16.222,20.959999,26.511999,37.763,44.500999,1.569,1.163,21.506001,2.955,1314.375,439.5,74.75,15.125,6.25,1.375,0,0,410.625,561,526,230.75,122.375,61.125,20.375,5.5,55.174,496.656006,1
1105.5,766.018982,1.443,1.803,1701.875,1051.375,649.75,278.625,145.25,69.875,23.625,6.125,0.057,0.101,0.148,0.262,0.361,0.425,0.43,0.322,2.222,1.373,0.848,0.364,0.19,0.091,0.031,0.008,7.41,7.14,6.474,0.707,3.24,3.24,266.125,122.75,75.875,47.75,33.625,24.5,19.375,15.25,33.533001,38.533001,37.889999,39.411999,46.054001,55.546001,65.589996,81.417999,1.914,1.463,20.232,1.583,1300.125,437.25,71.875,14.875,5.875,1.625,0,0,401.75,614.125,577.875,263.75,139.375,68.25,23.625,6.125,52.915001,486.617004,1
701.75,478.56601,1.466,1.403,1352.125,1040,687.375,327.375,166,75.125,25.25,6.5,0.097,0.133,0.185,0.291,0.41,0.599,0.891,1.084,2.825,2.173,1.436,0.684,0.347,0.157,0.053,0.014,7.171,6.955,6.782,11.236,5.545,10.124,105.875,44.625,27.875,21,16.875,13.5,11,8.125,12.548,19.253,36.208,47.860001,60.855999,68.309998,74.044998,79.193001,5.955,3.577,17.698999,0.629,1083.625,657.375,350.75,145,66.375,24.625,2.875,0,268.5,382.625,336.625,182.375,99.625,50.5,22.375,6.5,35.439999,363.393005,1
1139.25,778.742981,1.463,1.794,1776.375,1047.375,624.875,260.5,136.125,69.125,24.125,7.25,0.051,0.095,0.143,0.255,0.334,0.381,0.354,0.448,2.281,1.345,0.802,0.335,0.175,0.089,0.031,0.009,7.589,7.511,7.481,0.707,9.028,8.602,322.5,148.5,75.375,42.625,27.875,23.375,16.5,14.75,22.833,22.312,20.146,30.665001,43.477001,57.886002,75.785004,85.377998,1.806,1.622,20.663,2.917,1359.75,452.125,69.875,16,6.125,1.875,0,0,416.625,595.25,555,244.5,130,67.25,24.125,7.25,56.432999,504.63501,1
574.5,395.388,1.453,1.287,1348.25,1022.125,647.25,276.375,125,51.875,15.875,2.125,0.158,0.223,0.338,0.628,1.025,1.448,1.502,1.679,3.41,2.585,1.637,0.699,0.316,0.131,0.04,0.005,6.698,6.672,6.537,2,1.225,1.225,150.625,101.25,70.375,56.5,42.625,33,23.5,16.125,26.495001,27.07,23.208,25.716,32.358002,39.806999,52.192001,57.832001,1.776,0.918,15.317,2.804,1778,683.75,219.625,40.625,12.5,4.125,0.75,0,-429.75,338.375,427.625,235.75,112.5,47.75,15.125,2.125,NA,324.708008,1
1132.875,735.838013,1.54,1.657,1943.25,1316.125,722.25,248.75,102,51.125,19.5,2.875,0.043,0.068,0.118,0.343,0.736,0.93,1.029,0.981,2.641,1.789,0.982,0.338,0.139,0.069,0.027,0.004,6.707,6.525,6.324,13.684,4.743,10.689,318.875,184.25,107,67.25,43.5,33.5,25.25,18.875,19.830999,29.881001,40.967999,53.015999,71.900002,82.896004,90.383003,95.324997,0.953,0.76,18.552,2.347,1559.25,682.375,151.5,28.25,9.25,1.5,0,0,384,633.75,570.75,220.5,92.75,49.625,19.5,2.875,57.615002,581.898987,1
1185.75,802.953979,1.477,1.804,1788.125,1056.375,640.75,276.125,143.875,72.5,25.5,6.875,0.049,0.092,0.135,0.223,0.298,0.35,0.299,0.411,2.227,1.316,0.798,0.344,0.179,0.09,0.032,0.009,8.313,7.939,7.102,0.866,9,8.411,329,145.75,76.125,45.25,28.75,21.5,17.5,14.375,23.570999,23.374001,31.695,51.099998,83.125999,105.625,127.226997,140.686005,1.89,1.602,21.485001,1.793,1360.625,435.25,69.5,14.875,6.125,2.125,0,0,427.5,621.125,571.25,261.25,137.75,70.375,25.5,6.875,57.646,526.682007,1
958.75,625.252991,1.533,1.533,1445.75,910.5,572.375,284.125,160.25,86.625,36.25,13.25,0.039,0.073,0.112,0.163,0.19,0.208,0.409,0.631,2.312,1.456,0.915,0.454,0.256,0.139,0.058,0.021,8.25,7.763,7.545,0.707,2.121,1.581,190.75,96.875,40.25,22.125,12.625,10.875,7.125,6.5,46.27,70.976997,98.925003,123.004997,150.147995,156.628998,160.626999,159.259995,3.981,3.915,16.964001,0.248,1094,358.5,62.125,14.875,5.375,1.75,0.25,0,351.75,552,510.25,269.25,154.875,84.875,36,13.25,50.012001,488.565002,1
693.25,459.553986,1.509,1.336,1214.875,922.75,598.5,302.875,169.5,93.5,36.375,12.875,0.088,0.12,0.172,0.275,0.393,0.553,1.066,1.369,2.644,2.008,1.302,0.659,0.369,0.203,0.079,0.028,7.506,7.413,7.303,5.339,6.403,2.121,107.875,35.375,17.375,10.25,5.75,3.875,2.5,2,12.509,27.547001,33.57,57.506001,117.445,151.451004,198.125,220.664001,9.755,9.122,15.908,0.315,917.75,408.5,152.875,50,18.375,5.875,0,0,297.125,514.25,445.625,252.875,151.125,87.625,36.375,12.875,35.745998,374.414001,1
1006.875,692.76001,1.453,1.703,1849.625,1240.375,705.5,245,116.25,56,15.75,1.5,0.026,0.045,0.074,0.262,0.419,0.459,0.23,0.509,2.67,1.79,1.018,0.354,0.168,0.081,0.023,0.002,6.54,6.346,6.243,13.802,11.011,3.279,280.625,166.625,109.375,80.75,57.875,47.5,34.375,25.375,28.221001,34.407001,40.308998,44.512001,56.533001,65.279999,87.109001,105.542,1.063,0.693,22.499001,2.618,1440,605.125,168.875,29.25,8.5,2.25,0.125,0,409.625,635.25,536.625,215.75,107.75,53.75,15.625,1.5,50.627998,484.596985,1
1159.25,790.887024,1.466,1.804,1756,1019.75,604,249.5,129.5,64.625,22.25,6.375,0.043,0.082,0.124,0.215,0.289,0.33,0.244,0.412,2.22,1.289,0.764,0.315,0.164,0.082,0.028,0.008,7.19,7.09,6.625,1.581,0.707,1.581,345.75,155.5,85,52.625,34.75,27.125,24,19.5,23.030001,23.264999,24.931999,22.681,27.971001,41.147999,44.816002,54.729,1.524,1.228,21.309999,2.984,1342.375,450.5,75.875,16.25,6,2.125,0,0,413.625,569.25,528.125,233.25,123.5,62.5,22.25,6.375,57.008999,510.683014,1
647.625,441.223999,1.468,1.346,1382,1126.875,753.625,351.75,177.5,79.25,23.875,5,0.055,0.071,0.096,0.157,0.237,0.45,0.877,1.111,3.132,2.554,1.708,0.797,0.402,0.18,0.054,0.011,7.239,7.183,6.96,1,0.707,1.581,100.5,59.75,38.125,31.25,25.375,20,16.5,13.5,9.697,13.629,26.136,31.785,33.900002,38.618,39.646999,37.966,4.656,2.536,15.462,1.262,1114,734.625,402,151.75,72.125,25,1.875,0,268,392.25,351.625,200,105.375,54.25,22,5,32.985001,344.350006,1
423.25,302.841003,1.398,1.171,854,510.125,246.125,110.625,58,26,8.125,0.625,0.231,0.42,0.775,1.201,1.496,1.78,1.92,2.385,2.82,1.684,0.813,0.365,0.192,0.086,0.027,0.002,6.629,6.053,6.038,0.866,0.866,1,211.375,110.625,80.625,55.375,33.125,20.5,9.75,7.125,16.018,19.304001,23.551001,22.162001,30.882,10.695,8.079,13.116,0.719,0.47,13.014,4.547,618.625,185.125,6.5,0,0,0,0,0,235.375,325,239.625,110.625,58,26,8.125,0.625,17.586,159.188004,1
423.5,305.524994,1.386,1.186,846,501.75,247.125,112.5,58.75,26.25,8.25,0.625,0.221,0.406,0.735,1.127,1.409,1.679,1.783,2.242,2.769,1.642,0.809,0.368,0.192,0.086,0.027,0.002,6.633,6.058,6.043,0.866,0.866,1,212.75,110.75,77.625,53.375,31.875,19.75,9.25,6.875,18.608999,29.058001,29.985001,27.914,39.051998,17.971001,10.553,20.599001,0.757,0.492,12.91,3.435,618.5,183.875,7.5,0,0,0,0,0,227.5,317.875,239.625,112.5,58.75,26.25,8.25,0.625,17.586,159.188004,1
782.75,542.486023,1.443,1.518,1494.375,1004.375,582.25,244.125,122.125,61.5,27,6.75,0.037,0.061,0.095,0.188,0.312,0.485,0.757,1.294,2.755,1.851,1.073,0.45,0.225,0.113,0.05,0.012,8.416,8.218,7.87,0.866,1.118,1.871,253.125,148.125,76.875,45.875,26.625,19.625,12.5,9.125,7.578,8.534,7.364,7.925,11.888,12.38,7.076,30.75,1.589,1.341,18.768999,8.15,1068.375,326.75,11.875,0,0,0,0,0,426,677.625,570.375,244.125,122.125,61.5,27,6.75,37.122002,348.358002,1
645.375,461.614014,1.398,1.445,1340.875,934.625,578.375,253.125,127.75,70.75,36.75,10.5,0.117,0.183,0.274,0.474,0.705,0.847,0.939,0.98,2.905,2.025,1.253,0.548,0.277,0.153,0.08,0.023,6.999,6.77,6.612,2.062,6.819,6.874,169.5,102.75,50.625,30.25,18.75,12.625,8.5,5.875,51.205002,64.43,73.199997,90.439003,112.916,150.087006,192.492996,239.921005,2.523,2.339,16.801001,0.547,967.25,348.5,69.25,12,4.5,1.5,0,0,373.625,586.125,509.125,241.125,123.25,69.25,36.75,10.5,31.577,327.766998,1
618,418.710999,1.476,1.304,923.5,354.375,95.25,31.375,16.125,9.5,5.375,2.25,0.034,0.097,0.357,0.69,0.869,0.996,1.088,1.156,2.206,0.846,0.227,0.075,0.039,0.023,0.013,0.005,7.114,6.872,6.538,0.707,1.225,0.707,356.125,178.625,103.375,52.75,31.125,19.125,12.75,7.5,3.892,4.426,15.96,13.892,12.138,63.018002,72.592003,121.561996,0.156,0.18,16.308001,17.858,758.25,204,3.25,0,0,0,0,0,165.25,150.375,92,31.375,16.125,9.5,5.375,2.25,28.257,227.350998,1
786.25,546.53302,1.439,1.528,1535.5,1043.625,614.625,242,123.25,56.375,19.125,1.125,0.031,0.052,0.082,0.145,0.222,0.302,0.528,1.09,2.81,1.91,1.125,0.443,0.226,0.103,0.035,0.002,6.344,6.248,5.895,12.01,3.5,9.11,255.5,155.25,95.75,70.75,50,39.25,23,16.875,8.002,6.411,9.486,19.905001,30.396999,35.324001,40.577,37.834999,1.287,0.797,17.343,9.086,1119.375,393.125,97,23,8.5,3.375,1,0,416.125,650.5,517.625,219,114.75,53,18.125,1.125,38.220001,346.390015,1
375.5,280.350006,1.339,1.175,952.375,741.125,430,162.375,85.125,43.5,17.25,2.5,0.145,0.196,0.332,0.913,1.284,1.509,1.774,2.643,3.397,2.644,1.534,0.579,0.304,0.155,0.062,0.009,7.545,6.805,6.232,5.937,5.745,1.118,81.75,51.75,34.75,25,17,12.875,8.625,6.125,15.521,18.104,13.695,13.253,16.264999,23.403999,30.056999,26.839001,2.45,1.74,13.716,3.032,695.375,324.625,89,29,10,1.625,0,0,257,416.5,341,133.375,75.125,41.875,17.25,2.5,16.259001,184.578003,1
406,298.355988,1.361,1.194,1037,840,508.5,183.875,83.125,41.375,15.375,4,0.113,0.144,0.237,0.727,1.27,1.516,1.709,2.464,3.476,2.815,1.704,0.616,0.279,0.139,0.052,0.013,7.501,6.907,6.616,1.225,6.042,5.523,66.125,42.875,34.25,27.875,19.25,14.125,9.5,4,6.897,5.269,4.757,4.898,7.167,6.893,17.458,26.997,2.427,1.484,13.591,8.822,754.125,365.25,106.875,28.875,10.5,2.625,0,0,282.875,474.75,401.625,155,72.625,38.75,15.375,4,18.187,219.022995,1
808.375,558.992981,1.446,1.537,1245,666,310.25,120.375,52.75,26.5,11.625,3,0.065,0.148,0.311,0.509,0.646,0.765,0.771,0.716,2.227,1.191,0.555,0.215,0.094,0.047,0.021,0.005,7.094,6.848,6.517,0.707,1.225,0.707,311.375,145.875,72.375,38.875,20.75,16.875,10.75,6.375,40.383999,70.107002,94.939003,124.486,166.623001,202.914993,242.957001,316.182007,0.729,0.682,19.500999,1.001,981.375,319.125,44.75,13.25,4.625,1.375,0,0,263.625,346.875,265.5,107.125,48.125,25.125,11.625,3,36.775002,318.460999,1
885.75,603.809998,1.467,1.575,1317.125,662,307.625,120.25,55.125,27.625,12.5,3.25,0.044,0.104,0.237,0.399,0.52,0.632,0.666,0.646,2.181,1.096,0.509,0.199,0.091,0.046,0.021,0.005,7.097,6.85,6.52,0.707,1.225,0.707,351.125,155.125,80,40.875,21.125,16.875,10.625,6.375,31.761,65.353996,82.221001,125.350998,181.095001,225.529007,272.330994,344.237,0.689,0.676,20.736,1.194,1044.25,324,44.375,13.375,4.75,1.375,0,0,272.875,338,263.25,106.875,50.375,26.25,12.5,3.25,40.445,346.515015,1
